id,latitude,longitude
4540507,50.2870575,14.092171388
4540510,50.205941111,15.859959388
4540514,50.272363111,16.113187194
4540516,50.427386694,15.350475305
4540696,50.657401388,13.845452194
4540698,49.445140805,17.4520525
4540700,50.195109694,14.353849694
4540715,49.78343,18.52277
4540719,49.603826111,18.148049694
4540720,50.226394388,17.206927805
4540730,49.311603305,15.393031111
4540733,49.974584194,16.957406694
4540734,49.3968575,17.669986694
4540737,49.315578305,15.393335305
4540742,49.824175,14.627895611
4541156,50.761233888,14.183113888
4541534,50.240219694,14.305075805
4541535,50.747563611,15.135591111
4541536,49.675023888,15.404487194
4541538,49.948198305,14.036903305
4541544,49.869198611,15.5811375
4541681,49.861321694,12.731765305
4541682,49.732770611,13.279271694
4541685,50.668535305,13.747639694
4541689,48.995875805,14.494917805
4541691,48.994237805,14.470395805
4541693,49.208096111,15.894903888
4541694,50.361999694,13.697980305
4541695,50.741788888,14.304098111
4541707,49.942780305,15.795053611
4541716,48.961929694,17.034060611
4541914,50.76353,15.038079694
4542664,50.774126694,15.060658888
4542665,49.604726111,15.582868611
4542666,49.546261388,16.576484694
4542667,49.780427194,16.922293111000002
4542814,49.829813111,18.387365305
4542815,49.830923305,18.280469194
4542816,49.563743111,17.7402225
4542823,49.650130805,17.325084694
4542824,49.568298305,16.080861388
4542825,49.467683305,17.098684194
4542838,49.389276888,14.691990805
4542839,50.024225305,14.4048825
4542840,49.8373375,18.257316888
4542841,49.674693888,18.324378611
4542843,49.863394194,12.735999694
4542844,49.791066694,18.420067194
4542984,49.484130305,16.676831388
4542986,48.744696694,14.490752805
4542987,49.777205805,17.754280305
4542988,49.920696888,18.113156694
4542989,49.953936111,17.868198888
4542990,49.351805805,18.240575305
4543002,49.120564388,16.3363025
4543005,49.708183111,15.697633888
4543006,49.317388305,14.132364694
4543008,50.751151888,15.062298611
4543973,50.180504388,14.667393888
4543976,50.135764194,14.510113888
4544161,50.155562194,16.276473888
4544162,49.9124575,16.437791388
4544163,50.770773888,14.206189388
4544165,50.315197194,13.543537194
4544170,50.034151111,14.23077
4544464,49.403130305,14.806051111
4544465,50.781321888,14.148239194
4544467,50.606900611,13.744996888
4544468,50.675626111,14.109002194
4544471,50.746750611,15.054939694
4544472,50.687877194,13.985291388
4544473,50.139465611,14.498998888
4544478,49.902708305,16.4414125
4544655,50.356719694,16.147114194
4544675,49.450348611,17.459264694
4544676,49.9646625,16.9748725
4545526,49.210221388,15.894450805
4545528,50.318211388,12.519222194
4545531,50.093955805,14.290675
4545536,49.734212194,13.348406111
4545542,49.210703111,16.680554388
4545543,49.277230305,16.435350305
4545724,50.314358305,13.533329194
4545725,50.135773111,12.796783111
4545726,49.241011111,13.521688611
4545727,50.485303888,13.441459694
4546106,50.119495305,14.259199194
4546459,49.829706888,18.176245611
4546725,50.223736388,13.403308305
4546868,50.462231694,13.39551
4546869,50.471081888,13.406559194
4546870,50.389032805,13.179496111
4546871,50.389335805,13.186933111
4546872,50.238704388,12.848933305
4546880,49.894483305,18.218281388
4546881,49.431086388,18.290411888
4546882,49.142569388,18.012811388
4546883,49.230153305,17.668782194
4547062,49.833993111,18.180904388
4547065,49.464800805,18.148529694
4547066,49.348401111,17.996783611
4547067,49.675646694,18.618571888
4548303,48.977202194,17.647951388
4548304,49.997210805,14.674676888
4548305,49.57011,17.185415305
4548306,50.107861694,13.7144275
4548307,49.957627805,16.973525
4548309,50.099638888,17.674092194
4548310,49.671450611,18.669628111
4548313,50.925688611,15.228398611
4548314,50.7662925,14.761352194
4548315,50.515405805,14.040684388
4548317,49.97124,16.9762525
4548319,49.745336111,13.32744
4548320,50.436557805,15.819870305
4548471,49.931715805,14.714414388
4548473,50.991503111,14.378601694
4548474,49.242471888,17.469728611
4548476,50.056866388,15.763800305
4548478,49.849603111,15.990638611
4548483,50.775210805,15.054925305
4548703,50.103985611,13.742566888
4549672,49.613992805,16.673556888
4549673,49.760209194,16.650166888
4549674,49.435919388,16.629866694
4549675,49.439579694,16.619325805
4549789,50.676691111,13.792305611
4549790,50.011783611,14.625108111
4549791,49.9792525,15.209458111
4549794,50.110918111,14.6107075
4549796,50.150847194,15.109803888
4549799,50.049446111,14.451092805
4549801,50.542819194,14.129618111
4549804,48.813207194,14.2590175
4549805,48.621234388,14.257270611
4549806,48.768453611,14.963364694
4549807,48.760996111,14.733899694
4549808,49.050152194,14.196613888
4549809,49.141929694,14.174902805
4549810,49.136155611,13.729428111
4549811,48.998086694,14.153937194
4549812,48.973831694,14.357133611
4549813,49.045058111,14.335044388
4549816,49.081595,14.059409194
4549817,49.055453111,13.783886388
4549818,49.893426888,16.030353611
4549819,49.701005611,17.076018305
4550019,50.138122194,13.989624694
4550029,49.279897194,16.388081694
4550382,49.204511388,16.485662805
4552521,50.0621725,14.232562194
4552524,49.672109694,15.397056388
4552525,50.769619694,15.435676694
4552526,49.700887194,14.899736388
4552527,49.814103888,15.478511111
4552529,50.077094194,15.955999194
4552531,50.082065,15.782200305
4552532,50.505981388,16.069527805
4552533,50.560406888,15.927000805
4552536,50.785839194,15.063247805
4552545,50.039004194,16.508789694
4552546,50.026110305,15.906640305
4552547,49.901319194,16.442667805
4552548,50.075415305,16.45945
4552549,49.8577575,16.501864388
4552551,50.049596111,16.082979194
4552560,49.925907805,15.458908111
4552561,50.151076388,15.794928611
4552563,50.265689388,15.139398611
4552564,50.162544694,14.825988888
4552565,49.946763888,15.337081888
4552868,50.262451888,15.926184388
4552876,50.321118111,14.935761694
4552877,50.366978888,15.622296888
4552878,50.350728111,16.1318075
4552879,50.219166888,15.869916694
4553205,49.352605,16.0102475
4553961,50.117760611,14.627925305
4553966,49.914630611,14.682576888
4553975,50.0630075,14.511753611
4553976,49.828387194,14.273276888
4553977,50.051336888,14.333490805
4553978,49.911110805,14.496015805
4553981,50.029690611,14.523938111
4553982,49.984775805,14.365252194
4553984,50.260512805,14.5578475
4553992,49.872705,14.807283888
4553996,50.105827805,14.553975805
4553997,50.244562194,14.634696111
4554001,50.140639388,12.808336694
4554005,49.7919375,12.662507805
4554131,49.548707194,17.727515805
4554371,49.563479194,18.169956388
4554386,50.101415,14.625612805
4554390,49.799750305,18.477882805
4554392,49.600366888,18.1378875
4554393,49.571678111,18.758880611
4554394,49.794089194,18.397363888
4554399,49.2879325,17.68087
4554400,49.465221694,17.441775305
4554401,49.084468888,17.709432805
4555939,49.4636275,17.379537805
4555941,49.508438611,17.200113305
4555946,49.562857194,17.104065
4555951,49.189778111,16.60412
4555952,49.341416111,16.4325
4555961,50.117284388,14.496407194
4556206,49.260373888,15.235740805
4556207,49.299138888,15.071456388
4556208,48.767539388,14.180566888
4556316,50.755979194,15.313674194
4556317,50.515896111,14.049952805
4556318,50.516826111,14.047362805
4556319,50.69828,13.94167
4556320,50.676316111,14.545735611
4556321,49.089426888,17.872888305
4556323,49.114010611,17.726611111
4556324,49.119609694,17.478444694
4556326,49.377124194,14.700494388
4556327,49.011907194,14.758894694
4556328,49.716369388,13.949352194
4556329,49.790488888,13.871585
4556330,49.686598111,14.021582805
4556331,49.695953111,15.272221388
4556332,49.427928611,14.034991694
4556333,49.254169694,15.923351111
4556336,49.809351388,13.858476111
4556337,49.734626388,14.665842805
4556338,50.16342,16.278779694
4556339,49.743378888,15.089468888
4556340,49.307036388,15.075832805
4556341,49.927568611,15.449333805
4556343,49.221822805,16.291955305
4556344,49.952464388,15.036301111
4556345,50.057236388,14.337684388
4556347,49.612415611,14.90788
4556348,50.602187194,15.330776888
4556349,49.815703888,14.519385305
4556351,50.789527805,15.067262194
4556352,49.690941388,15.841431694
4556353,50.661668611,13.854066888
4556354,49.952323111,15.166813111
4556356,49.576357,15.74162
4556357,50.362194694,13.847335
4556359,50.73702,15.298213305
4556360,49.187523111,14.84561
4556365,49.341554388,17.98723
4558644,49.066718305,17.916458305
4558645,50.241628111,14.329263888
4558646,50.0372525,13.877645805
4558647,49.974083888,14.075450305
4558648,50.242720611,14.312183611
4558649,50.030796388,14.528208611
4558667,50.218373111,15.877427805
4558668,49.122033888,15.189136694
4558669,48.938216388,14.427943111
4558670,49.68548,13.982834194
4558671,49.558704388,13.946269694
4558672,48.855313111,14.210005805
4558673,48.774436694,14.467310611
4558676,48.765860805,14.031895611
4558677,49.057556694,14.4259475
4558680,48.855340611,14.409703305
4558682,49.476841888,16.209338888
4558686,49.505172805,16.340246388
4558689,49.591558888,16.240880611
4558691,49.570904694,15.946553305
4559795,49.8848,16.88122
4559806,50.331619694,14.534085
4559809,50.188080805,14.110781388
4559811,50.101096388,14.092190611
4559813,50.367072194,14.878094388
4559814,49.896600805,14.498683888
4559815,49.805595611,16.114730805
4559816,49.888905805,14.395259194
4560161,50.038551111,14.51169
4560165,50.471355611,16.106425
4560166,48.965223888,14.576466111
4560167,50.202260805,15.042701111
4560168,50.284338611,16.052153305
4560170,49.940445805,17.894529388
4560171,49.985349388,17.456883111
4560172,50.171593888,15.697268611
4560174,50.37443,15.21604
4560175,50.218742194,15.863106388
4560177,49.348189388,16.429362194
4560178,50.422731888,16.091597805
4560179,49.970806111,14.693015805
4560182,49.839188111,14.674567194
4560183,50.228011388,17.136036888
4560184,50.410206111,14.9256675
4560185,50.425097194,14.910223111
4560186,50.188156888,15.830056694
4560188,50.155091888,16.279863611
4560189,50.114014388,16.275521888
4560193,48.929064388,14.220578111
4560194,48.775201388,14.288988111
4560198,49.639815305,13.520612805
4560200,48.979083888,14.442143305
4560204,49.975742805,14.306584388
4560205,49.710782194,16.031284388
4560207,49.379926388,14.692763111
4560208,49.504925611,14.612469694
4560570,49.926881888,18.270651111
4560575,49.986021388,14.327445805
4560585,50.254129388,14.780088305
4560586,50.08441,14.569616888
4560587,50.433809194,14.917456888
4560588,50.361854694,14.792911111
4560882,48.931810805,14.618536694
4560883,49.358643888,15.990080611
4560884,49.667775805,17.833963111
4560885,50.342706888,15.905527194
4561008,50.145969388,15.681041388
4561009,50.252906388,14.511786888
4561010,50.175367194,12.668269194
4262083,48.978236694,14.493157194
4262084,50.018656111,14.391948111
4262381,50.031051111,14.533074388
4262382,50.075654194,14.660190305
4262383,50.141468305,14.064606694
4262384,50.087338611,14.554221
4262386,50.0387225,14.243434194
4262965,49.147428305,16.578868305
4262966,49.2348775,16.622380305
4262968,48.982646694,16.527363888
4262971,50.002867194,14.4649175
4262981,50.105613611,14.559055305
4262983,50.06138,14.309103111
4263096,50.101736388,14.430195611
4263098,50.023844194,14.452008888
4263101,50.016398111,14.450603611
4263109,49.996866694,14.517153305
4263276,50.005724388,14.566880611
4263522,50.098304194,14.340976888
4263836,50.134262194,15.103323888
4263961,49.526535,17.582840305
4263963,49.818757194,18.184703305
4264210,49.487341888,16.674269388
4264211,49.1758525,16.566356694
4264431,50.289113888,16.169020611
4264441,49.190930805,16.601121111
4264442,49.983493305,14.366778111
4264443,49.236874694,16.587423888
4264447,50.071268305,14.3035875
4264448,50.085204388,14.465488888
4265936,50.460897805,13.415451111
4265939,50.175208888,14.107160611
4266082,50.1330075,14.513376888
4266083,50.128374388,14.416519
4266107,49.835971888,13.892614388
4266282,49.168269388,16.565330305
4266479,50.019257805,14.438813611
4266480,50.033948611,14.5273275
4266758,49.980140611,14.353095305
4266759,50.087762194,14.365671888
4266842,50.106480805,14.485921888
4266990,49.037851111,16.308230611
4266992,49.078612805,16.604323611
4267223,49.188628611,16.585499694
4267239,49.146634388,16.658725
4267336,49.212429194,16.607767194
4268138,50.229166694,14.8571775
4268144,49.174388611,16.537795611
4269954,49.730972194,13.350068888
4269961,50.068827805,14.477872194
4270217,49.95524,15.278727805
4270369,50.383823111,13.271456888
4270372,50.4228225,14.2465675
4270637,49.777404694,17.122569694
4270746,49.933175805,17.997141388
4270892,49.138649194,16.633981388
4270897,49.243483111,16.661741888
4271144,49.217836388,16.621512805000002
4271384,48.755208611,16.880814694
4271633,50.164919694,14.108803305
4271645,49.6605525,14.420107194
4271647,49.695935611,14.011923111
4271653,49.361514388,16.642705805
4272161,49.744509388,13.384624388
4272162,49.740721111,13.604033305
4272179,49.407233111,16.636153611
4272970,50.132378305,14.475231111
4272971,50.110564194,14.4500975
4273150,50.092855611,14.486176388
4273154,50.769436888,15.059355611
4273392,50.050073305,14.294860611
4273401,49.359026694,16.649576888
4273403,49.342400305,16.753662805
4273404,49.506217805,16.517462805
4273405,49.611286888,16.680438888
4273407,50.133520611,14.120945611
4273999,50.092954194,14.527372194
4274000,50.092556888,14.491145805
4274045,50.105319388,14.537758611
4274145,50.051173111,14.541240805
4274276,49.180141388,16.568019194
4274282,49.402389194,15.575831694
4274706,49.198234388,16.656440611
4274772,49.270196388,16.433202805
4274865,49.491703888,16.657480805
4275035,50.135595611,14.102821694
4275036,50.2280375,14.077919694
4275043,49.159975805,16.7246475
4275712,50.683780805,14.537379194
4275765,50.442845805,14.899606694
4275768,50.133110805,14.974279694
4275769,50.191195305,15.029905805
4275865,50.0459575,14.421869388
4275866,50.014905805,14.403997194
4276026,49.982571388,14.739145305
4276454,49.130223111,16.654341888
4276455,48.943586111,16.725127194
4276456,49.095820305,16.716006388
4276457,49.177497194,16.497876694
4278039,50.035004388,14.557675305
4278229,49.944745305,14.039454388
4278660,50.685424694,13.886075
4278661,50.611239194,13.738236694
4278806,50.498861388,13.631819694
4278888,50.761474388,14.098768611
4279088,50.689658305,14.516253111
4279089,50.733130611,15.187880805
4279271,49.01906,14.607547805
4279509,49.208030305,16.555056888
4279510,49.168233611,16.680541694
4294537,50.091718611,14.485907805
4295104,49.770812805,13.397507194
4295217,50.058513888,14.49194
4295353,50.022651111,15.780990305
4295365,49.450733611,17.4699325
4295366,49.5530925,17.735931388
4296588,50.053699194,14.330195611
4296858,49.902163888,15.402068611
4296870,49.713466388,14.907176111
4296964,50.122539194,14.457840611
4296965,50.102973305,14.485511694
4296972,50.095835305,14.364194194
4297349,49.419141888,14.649939694
4297351,50.432539194,14.921790805
4297457,49.947064694,15.258189694
4297458,50.184890305,15.030823111
4297467,50.352255611,14.480146111
4297652,50.148136388,15.124156111
4297653,50.148396111,15.130842805
4297780,50.146209694,14.070468305
4297781,50.145856388,14.1259025
4297792,49.894474194,14.298943111
4297892,49.7909525,14.178235611
4297906,48.734766694,14.495750611
4298091,50.008556888,14.405249694
4298098,50.047280805,15.219128305
4298101,49.860955305,13.776456388
4298105,50.045841388,14.322601694
4298331,50.475292194,14.940802194
4298333,50.491317194,14.830191388
4298334,50.063401111,15.121900611
4298448,50.111010305,14.575078111
4298449,49.970272194,14.383265
4298542,50.062088888,14.586590805
4298543,50.052855,14.430014388
4298794,50.021476888,14.363678888
4298804,49.904649194,14.486785611
4298815,49.558093888,13.959395611
4298816,50.187005805,14.660244194
4298891,50.147557805,14.524788305
4298901,50.084807194,15.026318888
4298911,49.224747194,16.527866111
4299158,49.254081388,17.800370611
4299342,49.212593305,16.568298305
4299544,49.094599694,16.364916888
4299622,49.105637194,16.752793111
4299727,50.041416694,14.325134694
4299728,50.500736111,13.661881388
4299878,49.132329694,16.614642194
4299887,49.193804694,16.608584194
4299888,48.877435305,16.038821111
4299987,48.862497805,16.043850305
4299989,49.872472194,14.887474194
4300160,50.365802194,14.961635
4300162,50.520083305,14.982726888
4300364,50.672728305,14.028696111
4300365,50.649778611,14.059344388
4300633,50.420598888,14.225871888
4300635,50.359162194,13.813
4300639,48.769722805,16.890478111
4300640,49.458921888,18.143202194
4300736,50.776263111,15.036247194
4300737,50.814139388,14.955336694
4300749,49.981986388,13.488724388
4300754,49.743196388,13.586078111
4300864,50.591233888,15.139234694
4300866,50.701857194,14.803776111
4301177,49.488643611,16.658912805
4301178,49.270777805,16.576089194
4301188,48.995138611,14.453635305
4301361,49.204885305,16.883948111
4301367,48.954693305,17.392613305
4301465,49.753941694,13.424529194
4301600,49.965391694,14.383801888
4301601,50.131043305,14.137469694
4301605,49.788832194,18.224863888
4301607,49.79416,18.265447805
4301608,49.786768888,18.257844388
4301819,49.251458611,13.911603888
4301820,48.989642805,14.456306888
4301872,50.100619694,14.533918611
4301990,49.772174194,14.679438888
4301991,49.783081694,18.2599875
4301992,49.773978611,18.253068888
4301993,49.779266388,18.253242194
4302006,49.181765611,14.695870305
4302007,49.354376888,16.425147194
4302008,49.303347194,14.14924
4302009,49.314655305,14.162343111
4302351,49.008478611,17.132011111
4302352,48.985625,14.459815305
4302353,48.971080805,14.503715305
4302354,48.972963888,14.486349388
4302450,48.925441388,17.159855611
4303354,48.923769694,17.100439694
4303700,50.6335,13.847137805
4303701,50.623458888,13.820161388
4303702,49.147928888,17.002361388
4303820,49.213130805,16.645009194
4304055,49.749354694,13.409730611
4304063,50.125416694,14.48556
4304064,50.129566388,14.5416625
4304153,49.318914694,17.477043888
4304154,49.298095611,17.401093111
4304156,48.954399194,17.385305805
4304157,48.973504694,17.083743305
4304388,49.767830611,13.364106388
4304389,49.775835305,13.373925805
4304398,49.132034388,15.003144194
4304399,49.7845975,18.2679625
4304400,49.834269194,18.252723888
4304401,49.782867805,18.246478111
4304402,49.9039725,18.353351388
