id,accessPointType,pickupEnabled,lastChange,name,capacityStatus,latitude,longitude
4455312,ParcelBox,True,2025-05-04T15:13:57.067,PBOX PSV Konečná (Tesco),Free,49.483810611,17.12858
4455316,ParcelBox,True,2025-05-04T13:13:59.927,PBOX SNK Obchodní (Tesco),Free,49.720277694,17.29
4455597,ParcelBox,True,2025-05-04T11:53:59.64,PBOX PLZ Květná (Tenis),Free,49.726583888,13.390376888
4455598,ParcelBox,True,2025-05-03T21:34:03.217,PBOX PLZ Nepomucká (Kärcher),Free,49.720897805,13.402541388
4455599,ParcelBox,True,2025-05-02T17:14:09.717,PBOX MEO Pod stadionem (Jednota),Free,49.44456,14.36622
4455844,ParcelBox,True,2025-05-04T17:13:59.17,PBOX OST Hlavní třída (Palác),Free,49.826379194,18.1796775
4455846,ParcelBox,True,2025-05-03T11:13:48.217,PBOX OST 28.října (Hulváky),Free,49.8261875,18.243398111
4455850,ParcelBox,True,2025-05-04T16:14:05.357,PBOX FPR Křižíkova (Hruška),Free,49.542316694,18.206058888
4455852,ParcelBox,True,2025-05-04T13:33:56.407,PBOX PRG Mezi Vodami (Kytary),Free,50.010669694,14.401121111
4455978,ParcelBox,True,2025-05-04T13:14:00.95,PBOX TEP Anton. Sochora (Potravin),Free,50.647778111,13.853335611
4456105,ParcelBox,True,2025-05-04T16:54:08.347,PBOX DKL Alešova (Tesco),Free,50.42555,15.81029
4456226,ParcelBox,True,2025-05-04T16:34:06.12,PBOX OKE tř.Tomáše Bati (Baťov),Free,49.217407805,17.516075611
4456233,ParcelBox,True,2025-05-04T17:13:59.923,PBOX PRG Plzeňská (OC),Free,50.074060805,14.402173111
4456943,ParcelBox,True,2025-05-03T18:53:58.23,PBOX PRG Budějovická (Kačerov),Free,50.042246888,14.459594611
4456951,ParcelBox,True,2025-05-03T17:34:00.203,PBOX PCE Palackého Třída (autobus),Free,50.033873111,15.760000611
4456954,ParcelBox,True,2025-05-04T08:34:02.437,PBOX KAR Fryštátská (Vagón),Free,49.850464388,18.549479694
4456955,ParcelBox,True,2025-05-02T20:34:23.517,PBOX KAR U Lesa (Myslivna),Free,49.847794194,18.560234388
4456956,ParcelBox,True,2025-05-04T12:34:11.5,PBOX KAR Einsteinova (BONVER),Free,49.867644194,18.559155305
4456957,ParcelBox,True,2025-05-04T11:34:00.417,PBOX OST nábřeží SPB (HRUŠK574),Free,49.824686388,18.167116388
4456958,ParcelBox,True,2025-05-04T16:14:07.28,PBOX TNC nám. Svobody (STEELHOU),Free,49.669440611,18.675423888
4456959,ParcelBox,True,2025-05-04T16:14:07.307,PBOX BLE Sokolovská (Trafika),Free,49.952852805,18.0792175
4457918,ParcelBox,True,2025-05-04T10:14:00.037,PBOX UNL Peškova (Potravin),Free,50.679394694,14.103403888
4457923,ParcelBox,True,2025-05-03T12:34:00.347,PBOX TEP Buzulucká (Potravin),Free,50.634838111,13.803591388000001
4470923,ParcelBox,True,2025-05-04T16:54:10.1,PBOX NYM Dopravní (ČSAP),Free,50.177245,15.045924694
4470926,ParcelBox,True,2025-05-04T07:34:03.267,PBOX KOL Polepská (okr.auto),Free,50.017263888,15.206938305
4471965,ParcelBox,True,2025-05-04T16:34:08.163,PBOX HBD Pražská (Well),Free,49.611471694,15.575541888
4471966,ParcelBox,True,2025-05-04T09:14:01.183,PBOX PCE U Josefa (Potravin),Free,50.050100611,15.770376694
4472191,ParcelBox,True,2025-05-04T15:14:00.807,PBOX UNC Dukelská (Albert),Free,49.771306888,17.115049194
4472308,ParcelBox,True,2025-05-04T11:34:01.533,PBOX TRU Polská (Poliklin),Free,50.565681888,15.924819194
4472333,ParcelBox,True,2025-05-04T09:53:57.233,PBOX VSM Pivovarská (potravin),Free,49.951747805,16.1456275
4472505,ParcelBox,True,2025-05-04T15:54:06.05,PBOX CBD Žižkova (Barvy),Free,50.073287805,14.849759694
4472506,ParcelBox,True,2025-05-03T20:54:09.963,PBOX MLK Vodárenská (Tesco),Free,50.354190305,14.483956305
4472508,ParcelBox,True,2025-05-04T16:54:11.527,PBOX PSK Nádražní (Tesco),Free,49.296470611,14.144325805
4472517,ParcelBox,True,2025-05-04T16:54:11.633,PBOX FDT Bezručova (U kostel),Free,49.593596694,18.3592275
4472531,ParcelBox,True,2025-05-04T15:54:06.277,PBOX KLA Americká (Tesco),Free,50.126247388,14.118744805
4472940,ParcelBox,True,2025-05-04T16:14:09.2,PBOX PLZ Gerská (Plzeňka),Free,49.779112194,13.370259388000001
4473168,ParcelBox,True,2025-05-04T17:14:03.367,PBOX UNL U Pivov.Zahrady (potravin),Free,50.668406888,14.075791694
4473169,ParcelBox,True,2025-05-04T15:54:06.717,PBOX OLO Brněnská (AutRolný),Free,49.578493111,17.239547805
4473520,ParcelBox,True,2025-05-04T13:53:59.903,PBOX PRG Vršovické nám. (TJSokol),Free,50.068548305,14.453575805
4474587,ParcelBox,True,2025-05-04T09:53:59.767,PBOX BJE Mánesova (OD TIS),Free,49.03706,17.810296888
4474588,ParcelBox,True,2025-05-03T16:14:10.08,PBOX JCN Hradecká (Tesco),Free,50.4352365,15.368703804999999
4474589,ParcelBox,True,2025-05-03T18:54:02.35,PBOX JMR Pionýrská (COOP),Free,50.350240805,15.922090305
4474590,ParcelBox,True,2025-05-02T18:34:14.417,PBOX LBC Na Lužci (potravin),Free,50.069393111,15.682456388
4474591,ParcelBox,True,2025-05-04T15:14:03.777,PBOX CHE U Kultur.domu (COOP),Free,50.035349388,15.412548111
4474596,ParcelBox,True,2025-05-04T14:34:07.4,PBOX RCY Černokostelecká (Tesco),Free,50.002940805,14.658352194
4474606,ParcelBox,True,2025-05-03T19:14:09.267,PBOX RPR Svazarmovská (Urampy),Free,49.465230305,18.127338111
4474889,ParcelBox,True,2025-05-04T14:54:02.653,PBOX VYS Brněnská (Tesco),Free,49.272975805,16.992683611
4475233,ParcelBox,True,2025-05-03T15:14:09.443,PBOX CTR Havlíčkova (Tesco),Free,49.711660194,15.663009888
4476190,ParcelBox,True,2025-05-04T13:34:03.217,PBOX CTN Jablunkovská (Tesco),Free,49.738902194,18.619664388
4476191,ParcelBox,True,2025-05-02T13:54:33.81,PBOX VSM Dráby (Tesco),Free,49.943333305,16.166666611
4476192,ParcelBox,True,2025-05-04T16:54:14.703,PBOX UNO Cihlářská (Tesco),Free,49.979,16.402546888
4476193,ParcelBox,True,2025-05-02T20:34:29.04,PBOX RMK Pražská (Tesco),Free,50.947276305,14.558042305
4476194,ParcelBox,True,2025-05-04T13:34:03.32,PBOX SMY Bořkovská (Tesco),Free,50.598746194,15.327224194
4476231,ParcelBox,True,2025-05-04T01:14:14.947,PBOX HRN Zborovská (Ekoltes),Free,49.557605,17.750711
4476234,ParcelBox,True,2025-05-04T12:34:16.917,PBOX HRE PodLipou (konzum),Free,50.367938888,15.635307194
4476677,ParcelBox,True,2025-05-04T11:54:08.053,PBOX OST Předškolní (Racek),Free,49.781289194,18.222357805
4476848,ParcelBox,True,2025-05-04T11:14:10.67,PBOX OTV Krušnohorská (večerka),Free,50.304133888,12.946174694
4476854,ParcelBox,True,2025-05-04T15:54:10.647,PBOX CHM Černovická (UNIHOBBY),Free,50.457033888,13.396071111
4476857,ParcelBox,True,2025-05-04T15:14:06.11,PBOX UNL Mírová (ZS),Free,50.682344194,14.026954694
4476859,ParcelBox,True,2025-05-04T14:54:04.647,PBOX LTY Pražská (OC Lety),Free,49.923912805,14.259986888
4482089,ParcelBox,True,2025-05-03T15:34:16.763,PBOX UNL Krušnohorská (Parkoviš),Free,50.676881388,14.031120305
4482526,ParcelBox,True,2025-05-04T16:34:14.2,PBOX ZBI Hlavní (Tesco),Free,49.463916388,18.091338111
4482527,ParcelBox,True,2025-05-04T11:34:07.523,PBOX SIN Hrádecká (Tesco),Free,49.079813194,17.88719525
4482529,ParcelBox,True,2025-05-02T18:14:28.907,PBOX BRC Lidická (Tesco),Free,48.780192111,16.90202925
4482530,ParcelBox,True,2025-05-04T13:54:04.82,PBOX STO Osvobození (Tesco),Free,50.144649222,13.965767416
4482531,ParcelBox,True,2025-05-04T13:34:05.353,PBOX HDN Velkomoravská (UNIHOBBY),Free,48.852265305,17.119549222
4482532,ParcelBox,True,2025-05-04T11:14:11.62,PBOX PCE kpt. Bartoše (UNIHOBBY),Free,50.036606666,15.753085638
4482535,ParcelBox,True,2025-05-04T09:54:03.317,PBOX NAC Růžová (potravin),Free,50.405255305,16.162446694
4482542,ParcelBox,True,2025-05-04T15:14:07.37,PBOX UNL SNP (Poliklin),Free,50.667975611,14.040349194
4483336,ParcelBox,True,2025-05-03T19:14:13.86,PBOX HCN Jaros. Seiferta (Točna 34),Free,49.890045611,18.193354194
4483346,ParcelBox,True,2025-05-04T08:54:09.133,PBOX UHE Obchodní (u Billy),Free,49.070194388,17.463713111
4483856,ParcelBox,True,2025-05-04T16:14:15.72,PBOX HDN Měšťanská ul. (ČSAD),Free,48.857585,17.136000611
4483860,ParcelBox,True,2025-05-04T12:54:10.963,PBOX HNC Na Holbě (Hruška),Free,50.06545,16.92718
4484040,ParcelBox,True,2025-05-04T17:14:09.03,PBOX CBE Pražská třída (Igy),Free,48.983951111,14.472405305
4484042,ParcelBox,True,2025-05-04T11:14:12.537,PBOX MST Višňová (OC ELDA),Free,50.495857388,13.656598805
4486034,ParcelBox,True,2025-05-04T12:14:09.05,PBOX BRN Čeňka Růžičky (Pivnice),Free,49.166941888,16.575251388
4486036,ParcelBox,True,2025-05-03T17:14:10.723,PBOX KAD Na Podlesí (Centrum),Free,50.383817805,13.265641388
4486226,ParcelBox,True,2025-05-03T19:34:17.027,PBOX NAY Revoluční (Kulturák),Free,49.712043611,13.196841111
4486963,ParcelBox,True,2025-05-04T10:34:15.583,PBOX VOK Komenského (OS),Free,50.099866694,15.1878725
4486969,ParcelBox,True,2025-05-03T11:34:14.617,PBOX KYU Nádražní (COOP),Free,48.896449694,14.448470805
4486973,ParcelBox,True,2025-05-04T16:14:16.77,PBOX TBR Soběslavská (Tesco),Free,49.396648611,14.685758305
4486974,ParcelBox,True,2025-05-03T16:54:09.63,PBOX CBE Pražská tř. (UNIHOBBY),Free,48.991013361,14.474290472
4487130,ParcelBox,True,2025-05-02T14:54:35.287,PBOX VLS Budějovická (COOP),Free,48.830034388,14.462369194
4487134,ParcelBox,True,2025-05-03T11:34:14.717,PBOX KOL V Kasárnách (Tesco),Free,50.032049083,15.189815694
4487135,ParcelBox,True,2025-05-04T15:54:13.82,PBOX BYE U vodojemu (Tesco),Free,49.302486222,14.476074222
4487552,ParcelBox,True,2025-05-03T17:34:09.067,PBOX KVA Nové domky (Ivinmart),Free,50.242688611,12.830665
4487564,ParcelBox,True,2025-05-04T10:34:15.97,PBOX RAK Dukel.hrdinů (Centrum),Free,50.105358611,13.724096388
4487806,ParcelBox,True,2025-05-02T19:14:27.24,PBOX MMN Českolipská (Myčka),Free,50.661152194,14.722375805
4487938,ParcelBox,True,2025-05-04T11:34:09.76,PBOX HLN Kavánova (COOP),Free,49.764848611,15.910527194
4487946,ParcelBox,True,2025-05-04T06:54:26.44,PBOX BRN Bystrcká (UNIHOBBY),Free,49.224842416,16.537882666
4487953,ParcelBox,True,2025-05-04T14:34:13.693,PBOX PRG Maďarská (Výměník),Free,50.107207805,14.401539388
4488077,ParcelBox,True,2025-05-04T12:14:09.767,PBOX PRG Brandlova (OCSignál),Free,50.032857194,14.5186775
4488078,ParcelBox,True,2025-05-04T14:54:07.817,PBOX SKV Sladovnická (Tesco),Free,51.005123916,14.454196472
4488419,ParcelBox,True,2025-05-04T13:14:12.397,PBOX ZNM Přimětická (DAROS),Free,48.866864388,16.044563611
4488785,ParcelBox,True,2025-05-03T18:34:12.84,PBOX MST JanaOpletala (Potravin),Free,50.514611388,13.630381388
4489581,ParcelBox,True,2025-05-04T16:14:18.07,PBOX JIH Brněnská (TESCO),Free,49.396643194,15.6102735
4489583,ParcelBox,True,2025-05-03T21:34:15.913,PBOX PLZ Studentská (KVEle),Free,49.774447805,13.361310805
4489710,ParcelBox,True,2025-05-04T08:14:18.593,PBOX ZDB Soběslav.nám. (Atria),Free,50.16896,14.427301388
4490081,ParcelBox,True,2025-05-04T14:34:14.787,PBOX SVY Riegrova (Qanto),Free,49.759821388,16.460799194
4490371,ParcelBox,True,2025-05-04T12:54:14.433,PBOX MLB Jičínská (LIDL),Free,50.411706305,14.93408525
4490505,ParcelBox,True,2025-05-04T13:54:08.673,PBOX HZE Strakonická (Penny),Free,49.322237194,13.7023125
4490518,ParcelBox,True,2025-05-04T15:54:15.987,PBOX PRG Pivovarnická (3ELGROUP),Free,50.109700305,14.476479694
4491782,ParcelBox,True,2025-05-03T10:34:23.043,PBOX PBR Místecká (Hruška),Free,49.641577194,18.151055611
4491783,ParcelBox,True,2025-05-04T15:34:15.87,PBOX OST Poděbradova (Nářadí),Free,49.839910611,18.281515
4491785,ParcelBox,True,2025-05-04T14:14:10.437,PBOX SKV Třebohostice (Městys),Free,50.039397805,14.720108611
4491789,ParcelBox,True,2025-05-04T13:54:09.343,PBOX BSB Boleslavská (Retail),Free,50.204158888,14.688566388
4491794,ParcelBox,True,2025-05-04T16:14:19.71,PBOX OHC Károvská (Market),Free,49.943595611,14.431996388
4491883,ParcelBox,True,2025-05-04T10:14:11.84,PBOX ZLV Dolní nám. (TREFA),Free,49.063381888,14.366033111
4492418,ParcelBox,True,2025-05-04T16:54:23.303,PBOX LIB Vratislavická (ČS),Free,50.748188888,15.0697375
4492419,ParcelBox,True,2025-05-03T19:14:18.233,PBOX MLB Nádražní (ČS),Free,50.405062805,14.893369694
4492420,ParcelBox,True,2025-05-04T12:34:24.887,PBOX TBR Chýnovská (KM PRONA),Free,49.409620611,14.686988611
4492430,ParcelBox,True,2025-05-02T18:54:41.03,PBOX CHR NaRozhledně (Šatlava),Free,49.954006694,15.779775305
4492431,ParcelBox,True,2025-05-04T11:14:16.657,PBOX VNF Legií (potravin),Free,50.911743305,14.625803305
4492433,ParcelBox,True,2025-05-04T16:14:20.233,PBOX LME Komenského (Severka),Free,50.537156694,14.124774194
4492773,ParcelBox,True,2025-05-04T16:14:20.263,PBOX MUK Pražská (Enapo),Free,49.989729694,14.741885805
4492778,ParcelBox,True,2025-05-04T12:54:16.297,PBOX OST Horní (KFC),Free,49.775331388,18.249563305
4492780,ParcelBox,True,2025-05-04T16:14:20.343,PBOX KMZ U Rejdiště (Rejdiště),Free,49.292790611,17.406053111
4492781,ParcelBox,True,2025-05-03T23:54:20.707,PBOX BRN Příkop (IBC),Free,49.200054194,16.613083611
4492974,ParcelBox,True,2025-05-02T12:34:54.66,PBOX DEC Košická (Potravin),Free,50.783351888,14.153733111
4493123,ParcelBox,True,2025-05-04T12:34:25.443,PBOX JNH Vajgar (JYSK),Free,49.1431085,15.023116833
4493506,ParcelBox,True,2025-05-04T16:14:22.853,PBOX BSK Nábřeží (Labuť),Free,49.699614388,18.220926888
4493507,ParcelBox,True,2025-05-04T14:14:13.583,PBOX PKE Palkovice (Labuť),Free,49.635306888,18.315734194
4493508,ParcelBox,True,2025-05-04T10:14:15.147,PBOX HOR Pražská (OC),Free,49.836140805,13.906195305
4493698,ParcelBox,True,2025-05-03T15:54:16.61,PBOX HBD Jihlavská,Free,49.596930305,15.579227805
4493711,ParcelBox,True,2025-05-03T09:14:16.747,PBOX KAR Žižkova (U kruháč),Free,49.861130305,18.552410000000002
4493818,ParcelBox,True,2025-05-04T16:14:23.067,PBOX OPV Bílovecká 62 (HRUŠK775),Free,49.9230725,17.912414194
4493819,ParcelBox,True,2025-05-04T15:34:19.093,PBOX OPV Bílovecká 99 (HRUŠK732),Free,49.919295805,17.911521694
4493820,ParcelBox,True,2025-05-03T12:14:19.003,PBOX OPV Zámecký okruh (Euroauto),Free,49.938003305,17.911511694
4493834,ParcelBox,True,2025-05-03T18:14:19.757,PBOX BNP Masaryk.nám (Náměstí),Free,49.523518111,16.259696111
4493836,ParcelBox,True,2025-05-04T13:14:18.227,PBOX SDA Sjednocení (Tesco),Free,49.712790277,18.05482925
4493837,ParcelBox,True,2025-05-04T16:34:23.077,PBOX SNJ Dukelská (Tesco),Free,49.601501277,18.006357972
4494023,ParcelBox,True,2025-05-03T14:54:27.597,PBOX VYE nám. Svobody,Free,49.165351888000004,13.886379388
4494314,ParcelBox,True,2025-05-02T18:54:44.93,PBOX MKY Mokrovraty (Smíšené),Free,49.796203111,14.248233111
4494423,ParcelBox,True,2025-05-02T15:14:39.783,PBOX LZE Košumberk (Hamzova),Free,49.888889388,16.030011111
4494424,ParcelBox,True,2025-05-04T15:14:16.2,PBOX TET Revoluční (Albert),Free,49.290379388,15.48286
4494529,ParcelBox,True,2025-05-03T16:34:22.153,PBOX FPR Břet. Bartoše (MPolicie),Free,49.544632194,18.215425
4494530,ParcelBox,True,2025-05-04T16:54:27.48,PBOX ZLN Příluky (Promens),Free,49.222803611,17.71868
4494531,ParcelBox,True,2025-05-04T15:14:16.277,PBOX KBE Hlučínská (Autobus),Free,49.984805305,18.052867805
4494532,ParcelBox,True,2025-05-03T09:14:17.36,PBOX KVE Záhumenní (Včelín),Free,49.600316694,18.142276694
4494551,ParcelBox,True,2025-05-04T13:34:13.697,PBOX PRG Nosticova (Sokol),Free,50.084390805,14.406437805
4494939,ParcelBox,True,2025-05-04T16:34:23.66,PBOX MEO Písecké předmě. (Maxík),Free,49.441371388,14.363568305
4494941,ParcelBox,True,2025-05-03T11:54:19.307,PBOX VYS Hybešova (HRUŠK451),Free,49.281095305,17.008126388
4494970,ParcelBox,True,2025-05-02T21:14:33.48,PBOX SVY U Tří mostů (UNIHOBBY),Free,49.753927805000004,16.483076
4495093,ParcelBox,True,2025-05-04T13:14:19.04,PBOX VMI Masarykova (UNIHOBBY),Free,49.484455277,17.963837777
4495316,ParcelBox,True,2025-05-03T09:34:18.12,PBOX HBY Kosmonautů (CBA),Free,49.62245,17.397599194
4495317,ParcelBox,True,2025-05-02T14:54:43.207,PBOX KAR Janského (HRUŠK735),Free,49.860245805,18.543179388
4495318,ParcelBox,True,2025-05-04T16:34:24.113,PBOX JVK 17. listopadu (HRUŠK631),Free,50.392187805,17.004704388
4495320,ParcelBox,True,2025-05-01T08:54:54.42,PBOX RPR Kulturní (LAZY),Free,49.465634694,18.136788888
4495323,ParcelBox,True,2025-05-04T17:14:18.087,PBOX MIL Italská (Tesco),Free,50.2271425,14.879244694
4495326,ParcelBox,True,2025-05-03T18:14:21.737,PBOX CHR Dašická (Mercia),Free,49.9562375,15.799790805
4495327,ParcelBox,True,2025-05-04T08:34:19.743,PBOX PRG Českomoravská (OCHarfa),Free,50.104298611,14.49079
4495329,ParcelBox,True,2025-05-04T10:34:23.06,PBOX OKE Napajedelská (LIDL),Free,49.198910611,17.536204194
4495331,ParcelBox,True,2025-05-03T10:34:27.77,PBOX HBV Čs. Armády (Roxy),Free,50.183309388,12.550669388
4495334,ParcelBox,True,2025-05-04T15:54:21.547,PBOX PLZ Na Dlouhých (Norma),Free,49.749329194,13.418010611
4495337,ParcelBox,True,2025-05-02T23:14:39.197,PBOX BTA Nad Vdovečkem (tiskárna),Free,49.4350775,13.881928611
4495348,ParcelBox,True,2025-05-03T16:54:17.857,PBOX TRV Sobotecká (Restaura),Free,50.580067805,15.151795611
4495764,ParcelBox,True,2025-05-02T09:35:32.07,PBOX BIA 5.května (Automyčk),Free,50.544986111,13.769185305
4496072,ParcelBox,True,2025-05-04T15:14:17.613,PBOX STN Hlavní (Obec),Free,49.912751388,18.009475305
4496077,ParcelBox,True,2025-05-04T16:34:25.04,PBOX BHM Okružní (HRUŠKA),Free,49.9020775,18.350886111
4496078,ParcelBox,True,2025-05-03T13:54:20.707,PBOX BRE Březnice (Úřad),Free,49.185730305,17.660265805
4496080,ParcelBox,True,2025-05-04T10:54:21.247,PBOX VZE čtvrť A. Háby (potravin),Free,49.221271888,17.847675305
4496220,ParcelBox,True,2025-05-04T06:34:12.337,PBOX BOC 17.listopadu (HRUŠK646),Free,49.760182805,18.017383888
4496222,ParcelBox,True,2025-05-04T12:14:17.963,PBOX HOV TÁBOROVÁ (PRAMEN),Free,49.591787805,13.103896111
4496323,ParcelBox,True,2025-05-04T13:54:14.987,PBOX NMN Nový Malín (CBA),Free,49.9461825,17.013261888
4496332,ParcelBox,True,2025-05-03T17:34:17.56,PBOX OST Jugoslávská (LIDL),Free,49.804291111,18.243511388
4496486,ParcelBox,True,2025-05-01T02:35:28.467,PBOX PRG Na břev. pláni (MASANTA),Free,50.074771694,14.325450805
4496641,ParcelBox,True,2025-05-04T14:54:16.13,PBOX ZLN Ke Křibům (CBA),Free,49.201323888,17.6551575
4496643,ParcelBox,True,2025-05-03T12:14:21.773,PBOX HUN E. Světlíka (HRUŠK378),Free,49.313126111,17.469970611
4498886,ParcelBox,True,2025-05-04T16:54:29.497,PBOX OST K Myslivně (Itesa),Free,49.825459194,18.156756694
4498906,ParcelBox,True,2025-05-02T17:14:31.83,PBOX BBY Široká (Hruška),Free,49.078604694,18.017734694
4500931,ParcelBox,True,2025-05-02T16:54:35.177,PBOX MLE Mikulášovice (Obecúřad),Free,50.965910611,14.361754194
4503897,ParcelBox,True,2025-05-03T08:34:24.797,PBOX POT Hraničky (Potravin),Free,49.778525805,18.170454194
4504013,ParcelBox,True,2025-05-04T14:34:23.463,PBOX BRN Nám.28.Dubna (ZAST.ZOO),Free,49.227961111,16.531332194
4504031,ParcelBox,True,2025-05-04T11:14:22.903,PBOX VHY VelkéHamry (Náměstí),Free,50.717459388,15.315541694
4504046,ParcelBox,True,2025-05-04T15:54:23.133,PBOX SZA Husova (COMPS),Free,50.738551111,15.2454175
4504047,ParcelBox,True,2025-05-04T15:34:22.083,PBOX OSK Tyršova (OD),Free,50.625173888,13.6910125
4504121,ParcelBox,True,2025-05-04T17:14:19.933,PBOX OCY Ovčáry (Patria),Free,50.0640325,15.22833
4504124,ParcelBox,True,2025-05-04T17:14:19.963,PBOX STS STRAŠICE (OBEC),Free,49.736164694,13.756116388
4504125,ParcelBox,True,2025-05-04T13:54:15.79,PBOX NRE CHODOVSKÁ (ENAPO),Free,50.270261888,12.783173305
4504135,ParcelBox,True,2025-05-02T16:14:35.493,PBOX NSO REVOLUČNÍ (OBCHOD),Free,50.212063611,12.743676388
4504567,ParcelBox,True,2025-05-03T17:54:28.353,PBOX JSE Ve Dvoře (U budovy),Free,49.968479388,14.515168888
4504635,ParcelBox,True,2025-05-04T14:34:23.94,PBOX BOI Okružní (Středisk),Free,50.404879388,14.129053611
4504647,ParcelBox,True,2025-05-03T17:54:28.447,PBOX CBD Krále Jiřího (pneu),Free,50.075973611,14.864510611
4504649,ParcelBox,True,2025-05-04T14:34:24.003,PBOX DEE Hořelická 47 (Obec),Free,50.030290611,14.204708305
4504847,ParcelBox,True,2025-05-04T17:14:20.45,PBOX TPO Pitrova (cyklocen),Free,50.201247805,15.991709694
4504848,ParcelBox,True,2025-05-04T13:54:16.207,PBOX CNO Malá Čermná (pošta),Free,50.076854388,16.1335375
4504849,ParcelBox,True,2025-05-04T12:14:19.457,PBOX OSE Ostravice (Labuť),Free,49.549345305,18.380145
4504850,ParcelBox,True,2025-05-02T16:54:36.107,PBOX OST Hrušovská (SAREZA),Free,49.851569694,18.283484194
4504851,ParcelBox,True,2025-05-02T20:34:46.667,PBOX KNN Kunín (Obec),Free,49.641105,17.988497805
4504852,ParcelBox,True,2025-05-03T15:54:20.907,PBOX KLC Náměstí (LINDERNI),Free,49.786468111,18.131994194
